private_interest_id,company_id_openpolis,company_id_transparency,person_id_openpolis,person_id_transparency,company_name,company_vat,company_type,company_headquarter_address,company_headquarter_municipality,company_headquarter_province,company_sector_description,company_transparency_sector,company_turnover_range,company_employees_range,person_company_role,person_company_role_starting_date,person_company_share_%
PI00033,93921,CO00027,819462,PE00140,IPTVNOW S.R.L.,,Società a responsabilità limitata,"Via Del Canneto, 8/A",Cagliari,CA,Telecomunicazioni fisse,Telecomunicazioni,Minore o uguale a 250.000 euro,Dato non disponibile,Consigliere,39108,
PI00074,96326,CO00059,822251,PE00706,HYA SRL,,Società a responsabilità limitata,"Via Giuseppe Mazzini, 150",Agrigento,AG,Altre attività postali e di corriere senza obbligo di servizio universale,Trasporto,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista - terminato,,19
PI00200,96443,CO00140,504545,PE00420,SERVI.GEST SRL,,Società a responsabilità limitata,"Via Xxviii Aprile, 12",Cuneo,CN,Altre attività postali e di corriere senza obbligo di servizio universale,Trasporto,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33
PI00230,96471,CO00162,822170,PE00529,H.C. CONSULTING SRL,,Società a responsabilità limitata,"Piazza Attias, 21/C",Livorno,LI,Spedizionieri e agenzie di operazioni doganali,Trasporto,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,30
PI00006,8840,CO00006,549300,PE00770,"FERROVIE NORD MILANO AUTOSERVIZI S.P.A. O IN FORMA ABBREVIATA ""FNM AUTOSERVIZI S.P.A.""",,Società per azioni,"Piazzale Luigi Cadorna, 14",Milano,MI,Trasporto terrestre di passeggeri in aree urbane e suburbane,Trasporto,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Sindaco supplente - terminato,42843,
PI00208,96454,CO00145,822219,PE00860,FINAUTO S.P.A.,,Società per azioni,"Via Traversa Pistoiese, 12/Q",Prato,PO,Noleggio di autovetture ed autoveicoli leggeri,Trasporto,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Azionista,,1
PI00027,85458,CO00021,819059,PE00237,AUTOTRASPORTI MULTIPLI ARCESE S.P.A.,,Società per azioni,"Via San Sebastian, 1",Trento,TN,Trasporto di merci su strada,Trasporto,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Sindaco supplente,42131,
PI00246,96482,CO00173,822179,PE00446,FULL RESIDENCE S.R.L.,,Società a responsabilità limitata,"Via Carlo Viola, 71/D",Pont-Saint-Martin,AO,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,20
PI00158,96398,CO00111,494826,PE00304,HOTEL CRISTALLO S.R.L.,,Società a responsabilità limitata,"Via Giovannina Bulferi,7 ",Ponte di Legno,BS,Alberghi,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore delegato,42030,
PI00159,96398,CO00111,494826,PE00304,HOTEL CRISTALLO S.R.L.,,Società a responsabilità limitata,"Via Giovannina Bulferi,7 ",Ponte di Legno,BS,Alberghi,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere,42026,
PI00160,96398,CO00111,494826,PE00304,HOTEL CRISTALLO S.R.L.,,Società a responsabilità limitata,"Via Giovannina Bulferi,7 ",Ponte di Legno,BS,Alberghi,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione,42026,
PI00297,96557,CO00209,819027,PE00901,TENUTA SAN MAURIZIO S.R.L.,,Società a responsabilità limitata con un unico socio,"Localita' San Maurizio, 39",Santo Stefano Belbo,CN,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Consigliere,43591,
PI00263,96515,CO00185,822245,PE00822,SER LUCA S.R.L.,,Società a responsabilità limitata,"Ser Luca Calabaia, SNC",Belvedere Marittimo,CS,Alberghi,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,30
PI00403,133437,CO00271,824912,PE00995,IL GIRIFALCO S.R.L.,,Società a responsabilità limitata,"Via Massetana Nord, 25",Massa Marittima,GR,Alberghi,Turismo e ristorazione,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,39
PI00055,96310,CO00045,819552,PE00765,TERRA FELICE S.R.L.,,Società a responsabilità limitata,"Via Sabaudia, 119/P",San Felice Circeo,LT,"Affittacamere per brevi soggiorni, case ed appartamenti per vacanze, bed and breakfast, residence",Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,7
PI00063,96316,CO00051,819320,PE00564,SHANER CIOCCO S.R.L.,,Società a responsabilità limitata,Localita' Il Ciocco,Barga,LU,Alberghi,Turismo e ristorazione,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Consigliere,39580,
PI00128,96378,CO00094,819562,PE00986,ZUMA S.R.L.,,Società a responsabilità limitata,"Viale Regina Margherita, 30",Viareggio,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,100
PI00127,96378,CO00094,819562,PE00986,ZUMA S.R.L.,,Società a responsabilità limitata,"Viale Regina Margherita, 30",Viareggio,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Socio,40422,
PI00129,96379,CO00095,819562,PE00986,BROCANTE S.R.L.,,Società a responsabilità limitata,"Viale Guglielmo Marconi, 62",Viareggio,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,99.99
PI00130,96380,CO00096,819562,PE00986,"SHELL SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA ""SHELL S.R.L.""",,Società a responsabilità limitata,"Lungomare Europa, 131, 55041",Camaiore,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,25
PI00161,96399,CO00112,494826,PE00304,BK FOOD S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Milanese, 3",Sesto San Giovanni,MI,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore delegato,41834,
PI00162,96399,CO00112,494826,PE00304,BK FOOD S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Milanese, 3",Sesto San Giovanni,MI,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere,41834,
PI00163,96399,CO00112,494826,PE00304,BK FOOD S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Milanese, 3",Sesto San Giovanni,MI,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione,41834,
PI00293,96551,CO00205,494954,PE00203,GHE SEM S.R.L.,,Società a responsabilità limitata,"Via Vincenzo Monti, 26",Milano,MI,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,10
PI00294,96552,CO00206,494954,PE00203,REWHITE S.R.L.,,Società a responsabilità limitata,"Via Bartolomeo Panizza, 10",Milano,MI,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista - terminato,,10
PI00292,96550,CO00204,822193,PE00702,IL GUFO SOCIETA' COOPERATIVA,,Società cooperativa diversa,"Via Principe Di Granatelli, 30",Palermo,PA,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Consigliere,35915,
PI00354,96389,CO00103,819594,PE00579,TOULA' FOOD AND DINING GROUP S.P.A.,,Società per azioni,"Lungomare Papa Giovanni XXIII, 22",Pescara,PE,Ristorazione con somministrazione,Turismo e ristorazione,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,0.33
PI00138,96389,CO00103,819594,PE00579,TOULA' FOOD AND DINING GROUP S.P.A.,,Società per azioni,"Lungomare Papa Giovanni XXIII, 22",Pescara,PE,Ristorazione con somministrazione,Turismo e ristorazione,Minore o uguale a 250.000 euro,Da 3 a 10,Consigliere,42858,
PI00139,96389,CO00103,819594,PE00579,TOULA' FOOD AND DINING GROUP S.P.A.,,Società per azioni,"Lungomare Papa Giovanni XXIII, 22",Pescara,PE,Ristorazione con somministrazione,Turismo e ristorazione,Minore o uguale a 250.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione,42858,
PI00242,96479,CO00170,819524,PE00180,HOTEL RESIDENCE ESPLANADE S.R.L.,,Società a responsabilità limitata,"Ri Ripa Castel Traetti, 1",Pistoia,PT,Alberghi,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,2.78
PI00245,96481,CO00172,819524,PE00180,MC HOTEL & RESTAURANT SRL,,Società a responsabilità limitata con un unico socio,"Via Alberto Franchetti, 11",Pistoia,PT,Bar e altri esercizi simili senza cucina,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico,40267,
PI00195,96440,CO00137,501176,PE00917,LA CAMPANA S.R.L.,,Società a responsabilità limitata,"Vicolo Della Campana, 18",Roma,RM,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,50
PI00401,129747,CO00269,822302,PE00829,TR.I.S. TRAGHETTI ISOLE SARDE S.R.L. - IN FALLIMENTO,,Società a responsabilità limitata,"Piazza Del Molo, 7",Palau,SS,Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò),Turismo e ristorazione,Dato non disponibile,Da 51 a 250,Azionista,,10
PI00351,103953,CO00217,507203,PE00950,BAGNI MIRAMARE S.A.S. DI VAZIO VITTORIA E C.,,Società in accomandita semplice,"Piazza Torlaro, 2/1",Albenga,SV,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",Turismo e ristorazione,Dato non disponibile,Da 3 a 10,Azionista - terminato,,24.5
PI00350,103953,CO00217,507203,PE00950,BAGNI MIRAMARE S.A.S. DI VAZIO VITTORIA E C.,,Società in accomandita semplice,"Piazza Torlaro, 2/1",Albenga,SV,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",Turismo e ristorazione,Dato non disponibile,Da 3 a 10,Socio accomandatario - terminato,42832,
PI00296,96556,CO00208,819027,PE00901,SM 1619 RAGUSA S.R.L.,,Società a responsabilità limitata,"Via Enrico Cialdini, 19",Torino,TO,Alberghi,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Amministratore unico - terminato,42625,
PI00349,96525,CO00194,494197,PE00910,AL BENVENUTO DI TONDO RENZO E C. S.A.S.,,Società in accomandita semplice,"Via Grialba, 9",Tolmezzo,UD,Alberghi,Turismo e ristorazione,Dato non disponibile,Da 11 a 50,Azionista,,48.75
PI00275,96525,CO00194,494197,PE00910,AL BENVENUTO DI TONDO RENZO E C. S.A.S.,,Società in accomandita semplice,"Via Grialba, 9",Tolmezzo,UD,Alberghi,Turismo e ristorazione,Dato non disponibile,Da 11 a 50,Socio accomandatario,32547,
PI00080,96329,CO00062,495024,PE00200,EAGLE ENERGY SRL,,Società a responsabilità limitata,"Via Altinia, 211/V, 30173",Venezia,VE,Ristorazione con somministrazione,Turismo e ristorazione,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,15
PI00079,96329,CO00062,495024,PE00200,EAGLE ENERGY SRL,,Società a responsabilità limitata,"Via Altinia, 211/V",Venezia,VE,Ristorazione con somministrazione,Turismo e ristorazione,Minore o uguale a 250.000 euro,Da 3 a 10,Consigliere,42765,
PI00096,96348,CO00075,819616,PE00373,GESTIONI BENACENSI S.P.A.,,Società per azioni,"Via Fossalta, 42",Lazise,VR,Aree di campeggio e aree attrezzate per camper e roulotte,Turismo e ristorazione,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Amministratore unico,42690,
PI00353,103917,CO00221,494684,PE00068,CA' BARBINI RESORT SNC DI BENDINELLI DAVIDE,,Società in nome collettivo,"Via Val Mora, 27",Garda,VR,Alberghi,Turismo e ristorazione,Dato non disponibile,Da 11 a 50,Azionista - terminato,,95
PI00352,103917,CO00221,494684,PE00068,CA' BARBINI RESORT SNC DI BENDINELLI DAVIDE,,Società in nome collettivo,"Via Val Mora, 27",Garda,VR,Alberghi,Turismo e ristorazione,Dato non disponibile,Da 11 a 50,Amministratore unico - terminato,41632,
